sample_key,step17_review_priority_score,step17_review_priority_tier,step17_review_reason,step17_check_additive,step17_check_structure,step17_check_np_type,step17_check_sintering,source_files_step16,classification_case_step15,thresholds_in_high_zt_error_file_step15,material_system,n_or_p,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,n_or_p_confidence_step6,composition,DOI,doi_url,paper_title,zt_obs_max_step14,zt_pred_max_step14,zt_calc_from_obs_max_step14,zt_pred_vs_obs_mape_step14,zt_pred_vs_calc_mape_step14,manual_review_priority_score_step15,manual_review_priority_tier_step15,zt_error_analysis_category_step15,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,additive_auto_step9,additive_manual_step9,structure_auto_step9,structure_manual_step9,sintering_method,sintering_checked,record_checked,sintering_check_reason_step15,n_rows_step14,n_pf_eval_rows_step14,n_zt_calc_eval_rows_step14,n_zt_obs_eval_rows_step14,pf_mape_step14,pf_log_rmse_step14,zt_pred_vs_calc_log_rmse_step14,zt_pred_vs_obs_log_rmse_step14,zt_pred_vs_obs_quality_step14,zt_pred_vs_calc_quality_step14,SID,sample_id,year,tau_eff_step12,tau_eff_unit_step12,tau_eff_mode_step12,fitting_source_actual_step10,needs_sintering_check_later_step14,pf_error_level_sample_step15,zt_obs_error_level_sample_step15,zt_calc_error_level_sample_step15,zt_error_direction_sample_step15,zt_error_analysis_note_step15,needs_manual_review_step15,needs_sintering_check_later_step15,pf_zt_problem_reason_step15
10.1007_s11664-019-07745-y__sample_32521,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=21, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=21, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Ni/Bi0.5Sb1.5Te3,10.1007/s11664-019-07745-y,https://doi.org/10.1007/s11664-019-07745-y,,1.029548,0.9568741491384656,1.0246056595409854,0.1071393919230753,0.1034592684306739,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,21,21,21,21,0.1034592684306796,0.1150295479950379,0.1150295479950346,0.117982605262004,excellent,excellent,21493,32521,,1.2594532988218736,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.scriptamat.2019.01.046__sample_27908,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,(CuTe)0.0013Bi0.5Sb1.5Te3,10.1016/j.scriptamat.2019.01.046,https://doi.org/10.1016/j.scriptamat.2019.01.046,,1.029293,0.9293478451658572,1.0211414416413742,0.1025090222578135,0.1089674686960783,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,8,6,6,0.1176749105585551,0.1236739406039931,0.1111214698911883,0.105641416693844,excellent,excellent,24829,27908,,1.0022822618684208,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1039_c9ta00400a__sample_41008,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,(PbTeI0.004)92.15(Sb)7.85,10.1039/c9ta00400a,https://doi.org/10.1039/c9ta00400a,,1.027972,0.4146808047842497,0.4793601279280843,0.3326369409689349,0.2909230353708882,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,7,2,2,0.4552708715462669,0.4847132784156647,0.4311418259395349,0.502578014770813,moderate,moderate,31735,41008,,2.912057924282405,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1039_d0ta00245c__sample_34284,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,BaCu2Te2,10.1039/d0ta00245c,https://doi.org/10.1039/d0ta00245c,,1.027948,0.3976443296531322,0.3952182569237357,0.0357711409644611,0.041119744011434,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,10,3,3,0.0773652777245438,0.0929033742701369,0.0504199523385622,0.0439635117815802,excellent,excellent,27613,34284,,0.9579635234979108,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1063_1.2900960__sample_1442,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Bi2Te3(Sb2Te3)7,10.1063/1.2900960,https://doi.org/10.1063/1.2900960,,1.026977,0.3033431637834653,0.3118506155440413,,0.1045518023097089,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,5,4,0,0.0850515898095025,0.109747737130723,0.122651400681644,,not_evaluated,excellent,299,1442,,0.7367469510717919,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later
10.1039_c2ee22622g__sample_21020,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=25, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=25, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Bi0.875Ba0.125CuSeO,10.1039/c2ee22622g,https://doi.org/10.1039/c2ee22622g,,1.026838,0.993239225463374,0.8063096486424693,0.6174369253226588,0.2318334862240899,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,26,2,1,1,0.1646967034406379,0.161461203207164,0.2085036986911177,0.4808427514688525,moderate,good,7964,21020,,0.7807272022576417,relative_scale,empirical_group_baseline,,yes,excellent,moderate,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1126_sciadv.abc0726__sample_39487,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=22, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=22, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Mg3.0476Y0.0024SbBi,10.1126/sciadv.abc0726,https://doi.org/10.1126/sciadv.abc0726,,1.026837,0.9864921968650442,1.0182238532587322,0.1406510917508408,0.1365770900655663,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,17,9,5,5,0.1097592201543882,0.1345552395070977,0.1649876791667722,0.1702946925302126,excellent,excellent,29153,39487,,0.5444366488901187,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1021_acs.chemmater.8b03994__sample_43394,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=8, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=8, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Yb0.3Co3.7Fe0.3Sb12,10.1021/acs.chemmater.8b03994,https://doi.org/10.1021/acs.chemmater.8b03994,,1.02679,0.4761158839132883,0.4239184358398948,0.1683468440968512,0.1621425394386128,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,3,2,2,0.1166117053863286,0.1261565421211146,0.1534218625990318,0.1585472624729257,excellent,excellent,32117,43394,,1.1717277046191783,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1111_ijac.13750__sample_44704,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,GeTe,10.1111/ijac.13750,https://doi.org/10.1111/ijac.13750,,1.026006,0.4127946838700165,0.4185381436604289,0.1533579457165939,0.0967712737581199,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,9,8,3,3,0.1286653481252537,0.1569239817572965,0.1281477615901939,0.2642945344907905,good,excellent,37665,44704,,7.15795811873334,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1063_1.3643051__sample_1447,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Bi0.4Sb1.6Te3,10.1063/1.3643051,https://doi.org/10.1063/1.3643051,,1.025057,7.207326142767771e-05,6.522218608442293e-05,0.9998897555268076,0.1050420992388513,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,8,1,1,0.0856783376156454,0.0910545931997625,0.0998834331026632,9.112810174666286,poor,excellent,352,1447,,0.0001098705862529,relative_scale,empirical_group_baseline,,yes,excellent,moderate,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1021_acs.chemmater.8b03994__sample_43400,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=10, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=10, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Yb0.5Co3.7Fe0.3Sb12,10.1021/acs.chemmater.8b03994,https://doi.org/10.1021/acs.chemmater.8b03994,,1.024561,0.280846815837693,0.2531607494573593,,0.1093616069618921,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,2,1,0,0.1512045689872584,0.1447884590630532,0.103784721011038,,not_evaluated,excellent,32117,43400,,2.4444512765498523,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later
10.1016_j.scriptamat.2019.01.046__sample_27907,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Bi0.5Sb1.5Te3,10.1016/j.scriptamat.2019.01.046,https://doi.org/10.1016/j.scriptamat.2019.01.046,,1.024104,0.9230692563198518,0.973743892592376,0.0438279634055909,0.0423189856914237,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,8,2,2,0.0714661518049546,0.0776692958640353,0.0444664524488369,0.0474982707635432,excellent,excellent,24829,27907,,0.8176231367625512,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1109_ict.2002.1190254__sample_6996,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=5, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=5, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,(Bi2Te3)0.2(Sb2Te3)0.8,10.1109/ict.2002.1190254,https://doi.org/10.1109/ict.2002.1190254,,1.023614,0.8460143729868776,1.0079458234618852,0.0922932730686118,0.0988963190750284,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,5,5,5,5,0.0988963190750429,0.1090036183463381,0.1090036183463342,0.106904654282455,excellent,excellent,8761,6996,,0.9336897884158736,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1007_s11664-019-07745-y__sample_32542,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=21, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=21, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Ni/Bi0.5Sb1.5Te3,10.1007/s11664-019-07745-y,https://doi.org/10.1007/s11664-019-07745-y,,1.023117,0.9928854830703082,1.056199507651585,0.1085686338312361,0.0986856888776408,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,21,21,21,21,0.0986856888776455,0.1101612879433627,0.110161287943361,0.1171097123547621,excellent,excellent,21493,32542,,1.2881077157982448,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1039_c5ta01266j__sample_14450,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=13, negative=4, zero=0, positive_ratio=0.765, negative_ratio=0.235",p,"estimated from Seebeck sign: positive=13, negative=4, zero=0, positive_ratio=0.765, negative_ratio=0.235",medium,(Ag0.885Cu0.1)2Te,10.1039/c5ta01266j,https://doi.org/10.1039/c5ta01266j,,1.022224,0.4361435744413162,0.9560940196761126,0.5507665258179242,0.5438277350703807,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,16,6,1,1,0.9764063968339896,0.91779863322414,0.7848847668379073,0.8002125393438123,poor,moderate,2815,14450,,0.4299858881983528,relative_scale,empirical_group_baseline,,yes,moderate,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
